Date,LastDay,Total,BaseDepth,Latitude,Longitude,Resort,Datetime,Weekday,Month,Day,Hour,Minute,SeasonalSum,Colors
2017-03-10,13,680,89,43.4799,-110.7624,jackson hole,2017-03-10,Friday,March,10,0,0,1086,"rgb(66,146,198)"
2017-03-09,13,667,97,43.4799,-110.7624,jackson hole,2017-03-09,Thursday,March,9,0,0,1073,"rgb(66,146,198)"
2017-03-08,20,654,94,43.4799,-110.7624,jackson hole,2017-03-08,Wednesday,March,8,0,0,1060,"rgb(66,146,198)"
2017-03-07,15,634,94,43.4799,-110.7624,jackson hole,2017-03-07,Tuesday,March,7,0,0,1040,"rgb(66,146,198)"
2017-03-06,13,619,91,43.4799,-110.7624,jackson hole,2017-03-06,Monday,March,6,0,0,1025,"rgb(66,146,198)"
2017-03-05,8,606,86,43.4799,-110.7624,jackson hole,2017-03-05,Sunday,March,5,0,0,1012,"rgb(66,146,198)"
2017-02-02,15,209,97,43.4799,-110.7624,jackson hole,2017-02-02,Thursday,February,2,0,0,615,"rgb(66,146,198)"
2017-02-01,3,194,99,43.4799,-110.7624,jackson hole,2017-02-01,Wednesday,February,1,0,0,600,"rgb(66,146,198)"
2017-01-24,28,191,97,43.4799,-110.7624,jackson hole,2017-01-24,Tuesday,January,24,0,0,597,"rgb(66,146,198)"
2017-01-23,23,163,102,43.4799,-110.7624,jackson hole,2017-01-23,Monday,January,23,0,0,569,"rgb(66,146,198)"
2009-12-18,8,1018,69,43.4799,-110.7624,jackson hole,2009-12-18,Friday,December,18,0,0,141,"rgb(66,146,198)"
2009-12-20,3,1021,66,43.4799,-110.7624,jackson hole,2009-12-20,Sunday,December,20,0,0,144,"rgb(66,146,198)"
2009-12-21,5,1026,64,43.4799,-110.7624,jackson hole,2009-12-21,Monday,December,21,0,0,149,"rgb(66,146,198)"
2009-12-22,3,1029,66,43.4799,-110.7624,jackson hole,2009-12-22,Tuesday,December,22,0,0,152,"rgb(66,146,198)"
2009-12-23,3,1032,66,43.4799,-110.7624,jackson hole,2009-12-23,Wednesday,December,23,0,0,155,"rgb(66,146,198)"
2009-12-24,5,1037,66,43.4799,-110.7624,jackson hole,2009-12-24,Thursday,December,24,0,0,160,"rgb(66,146,198)"
2009-12-30,8,1045,64,43.4799,-110.7624,jackson hole,2009-12-30,Wednesday,December,30,0,0,168,"rgb(66,146,198)"
2009-12-31,13,1058,64,43.4799,-110.7624,jackson hole,2009-12-31,Thursday,December,31,0,0,181,"rgb(66,146,198)"
2010-01-01,23,23,84,43.4799,-110.7624,jackson hole,2010-01-01,Friday,January,1,0,0,204,"rgb(66,146,198)"
2010-01-02,25,48,99,43.4799,-110.7624,jackson hole,2010-01-02,Saturday,January,2,0,0,229,"rgb(66,146,198)"
2010-01-03,8,56,99,43.4799,-110.7624,jackson hole,2010-01-03,Sunday,January,3,0,0,237,"rgb(66,146,198)"
2010-01-04,5,61,97,43.4799,-110.7624,jackson hole,2010-01-04,Monday,January,4,0,0,242,"rgb(66,146,198)"
2010-01-05,8,69,94,43.4799,-110.7624,jackson hole,2010-01-05,Tuesday,January,5,0,0,250,"rgb(66,146,198)"
2010-01-06,25,94,112,43.4799,-110.7624,jackson hole,2010-01-06,Wednesday,January,6,0,0,275,"rgb(66,146,198)"
2010-01-07,3,97,107,43.4799,-110.7624,jackson hole,2010-01-07,Thursday,January,7,0,0,278,"rgb(66,146,198)"
2010-01-13,3,100,94,43.4799,-110.7624,jackson hole,2010-01-13,Wednesday,January,13,0,0,281,"rgb(66,146,198)"
2010-01-19,10,110,91,43.4799,-110.7624,jackson hole,2010-01-19,Tuesday,January,19,0,0,291,"rgb(66,146,198)"
2010-01-20,5,115,97,43.4799,-110.7624,jackson hole,2010-01-20,Wednesday,January,20,0,0,296,"rgb(66,146,198)"
2010-01-21,8,123,102,43.4799,-110.7624,jackson hole,2010-01-21,Thursday,January,21,0,0,304,"rgb(66,146,198)"
2009-12-17,8,1010,66,43.4799,-110.7624,jackson hole,2009-12-17,Thursday,December,17,0,0,133,"rgb(66,146,198)"
2013-01-10,5,21,117,43.4799,-110.7624,jackson hole,2013-01-10,Thursday,January,10,0,0,450,"rgb(66,146,198)"
2009-12-15,15,1002,69,43.4799,-110.7624,jackson hole,2009-12-15,Tuesday,December,15,0,0,125,"rgb(66,146,198)"
2009-12-13,36,969,66,43.4799,-110.7624,jackson hole,2009-12-13,Sunday,December,13,0,0,92,"rgb(66,146,198)"
2017-01-22,15,140,94,43.4799,-110.7624,jackson hole,2017-01-22,Sunday,January,22,0,0,546,"rgb(66,146,198)"
2017-01-21,3,125,97,43.4799,-110.7624,jackson hole,2017-01-21,Saturday,January,21,0,0,531,"rgb(66,146,198)"
2017-01-20,10,122,94,43.4799,-110.7624,jackson hole,2017-01-20,Friday,January,20,0,0,528,"rgb(66,146,198)"
2017-01-12,10,112,109,43.4799,-110.7624,jackson hole,2017-01-12,Thursday,January,12,0,0,518,"rgb(66,146,198)"
2017-01-11,48,102,99,43.4799,-110.7624,jackson hole,2017-01-11,Wednesday,January,11,0,0,508,"rgb(66,146,198)"
2017-01-10,20,54,79,43.4799,-110.7624,jackson hole,2017-01-10,Tuesday,January,10,0,0,460,"rgb(66,146,198)"
2017-01-08,10,34,81,43.4799,-110.7624,jackson hole,2017-01-08,Sunday,January,8,0,0,440,"rgb(66,146,198)"
2017-01-05,8,24,76,43.4799,-110.7624,jackson hole,2017-01-05,Thursday,January,5,0,0,430,"rgb(66,146,198)"
2017-01-04,8,16,71,43.4799,-110.7624,jackson hole,2017-01-04,Wednesday,January,4,0,0,422,"rgb(66,146,198)"
2017-01-02,8,8,74,43.4799,-110.7624,jackson hole,2017-01-02,Monday,January,2,0,0,414,"rgb(66,146,198)"
2016-12-31,10,1108,74,43.4799,-110.7624,jackson hole,2016-12-31,Saturday,December,31,0,0,406,"rgb(66,146,198)"
2016-12-28,30,1098,76,43.4799,-110.7624,jackson hole,2016-12-28,Wednesday,December,28,0,0,396,"rgb(66,146,198)"
2016-12-27,5,1068,58,43.4799,-110.7624,jackson hole,2016-12-27,Tuesday,December,27,0,0,366,"rgb(66,146,198)"
2016-12-26,5,1063,74,43.4799,-110.7624,jackson hole,2016-12-26,Monday,December,26,0,0,361,"rgb(66,146,198)"
2009-11-24,25,902,38,43.4799,-110.7624,jackson hole,2009-11-24,Tuesday,November,24,0,0,25,"rgb(66,146,198)"
2009-12-02,10,912,30,43.4799,-110.7624,jackson hole,2009-12-02,Wednesday,December,2,0,0,35,"rgb(66,146,198)"
2009-12-08,10,922,38,43.4799,-110.7624,jackson hole,2009-12-08,Tuesday,December,8,0,0,45,"rgb(66,146,198)"
2009-12-10,3,925,41,43.4799,-110.7624,jackson hole,2009-12-10,Thursday,December,10,0,0,48,"rgb(66,146,198)"
2009-12-12,8,933,41,43.4799,-110.7624,jackson hole,2009-12-12,Saturday,December,12,0,0,56,"rgb(66,146,198)"
2009-12-14,18,987,74,43.4799,-110.7624,jackson hole,2009-12-14,Monday,December,14,0,0,110,"rgb(66,146,198)"
2013-01-11,20,41,124,43.4799,-110.7624,jackson hole,2013-01-11,Friday,January,11,0,0,470,"rgb(66,146,198)"
2014-02-21,28,461,234,43.4799,-110.7624,jackson hole,2014-02-21,Friday,February,21,0,0,690,"rgb(66,146,198)"
2013-01-13,3,52,127,43.4799,-110.7624,jackson hole,2013-01-13,Sunday,January,13,0,0,481,"rgb(66,146,198)"
2015-12-25,18,769,58,43.4799,-110.7624,jackson hole,2015-12-25,Friday,December,25,0,0,271,"rgb(66,146,198)"
2016-01-05,3,3,51,43.4799,-110.7624,jackson hole,2016-01-05,Tuesday,January,5,0,0,274,"rgb(66,146,198)"
2016-01-06,8,11,51,43.4799,-110.7624,jackson hole,2016-01-06,Wednesday,January,6,0,0,282,"rgb(66,146,198)"
2016-01-07,5,16,53,43.4799,-110.7624,jackson hole,2016-01-07,Thursday,January,7,0,0,287,"rgb(66,146,198)"
2016-01-08,3,19,58,43.4799,-110.7624,jackson hole,2016-01-08,Friday,January,8,0,0,290,"rgb(66,146,198)"
2016-01-09,5,24,56,43.4799,-110.7624,jackson hole,2016-01-09,Saturday,January,9,0,0,295,"rgb(66,146,198)"
2016-01-10,18,42,56,43.4799,-110.7624,jackson hole,2016-01-10,Sunday,January,10,0,0,313,"rgb(66,146,198)"
2016-01-14,10,52,56,43.4799,-110.7624,jackson hole,2016-01-14,Thursday,January,14,0,0,323,"rgb(66,146,198)"
2016-01-15,30,82,58,43.4799,-110.7624,jackson hole,2016-01-15,Friday,January,15,0,0,353,"rgb(66,146,198)"
2016-01-16,13,95,56,43.4799,-110.7624,jackson hole,2016-01-16,Saturday,January,16,0,0,366,"rgb(66,146,198)"
2016-01-17,43,138,61,43.4799,-110.7624,jackson hole,2016-01-17,Sunday,January,17,0,0,409,"rgb(66,146,198)"
2016-01-18,10,148,71,43.4799,-110.7624,jackson hole,2016-01-18,Monday,January,18,0,0,419,"rgb(66,146,198)"
2016-01-19,18,166,74,43.4799,-110.7624,jackson hole,2016-01-19,Tuesday,January,19,0,0,437,"rgb(66,146,198)"
2016-01-20,18,184,84,43.4799,-110.7624,jackson hole,2016-01-20,Wednesday,January,20,0,0,455,"rgb(66,146,198)"
2016-01-21,20,204,84,43.4799,-110.7624,jackson hole,2016-01-21,Thursday,January,21,0,0,475,"rgb(66,146,198)"
2016-01-24,13,217,74,43.4799,-110.7624,jackson hole,2016-01-24,Sunday,January,24,0,0,488,"rgb(66,146,198)"
2016-01-25,15,232,74,43.4799,-110.7624,jackson hole,2016-01-25,Monday,January,25,0,0,503,"rgb(66,146,198)"
2016-02-21,3,412,61,43.4799,-110.7624,jackson hole,2016-02-21,Sunday,February,21,0,0,683,"rgb(66,146,198)"
2016-02-20,5,409,61,43.4799,-110.7624,jackson hole,2016-02-20,Saturday,February,20,0,0,680,"rgb(66,146,198)"
2016-02-19,38,404,61,43.4799,-110.7624,jackson hole,2016-02-19,Friday,February,19,0,0,675,"rgb(66,146,198)"
2013-01-12,8,49,117,43.4799,-110.7624,jackson hole,2013-01-12,Saturday,January,12,0,0,478,"rgb(66,146,198)"
2016-02-15,13,361,74,43.4799,-110.7624,jackson hole,2016-02-15,Monday,February,15,0,0,632,"rgb(66,146,198)"
2016-02-14,5,348,71,43.4799,-110.7624,jackson hole,2016-02-14,Sunday,February,14,0,0,619,"rgb(66,146,198)"
2015-12-24,25,751,61,43.4799,-110.7624,jackson hole,2015-12-24,Thursday,December,24,0,0,253,"rgb(66,146,198)"
2016-02-12,3,343,76,43.4799,-110.7624,jackson hole,2016-02-12,Friday,February,12,0,0,614,"rgb(66,146,198)"
2016-02-06,8,332,84,43.4799,-110.7624,jackson hole,2016-02-06,Saturday,February,6,0,0,603,"rgb(66,146,198)"
2016-02-05,13,324,84,43.4799,-110.7624,jackson hole,2016-02-05,Friday,February,5,0,0,595,"rgb(66,146,198)"
2016-02-01,8,311,89,43.4799,-110.7624,jackson hole,2016-02-01,Monday,February,1,0,0,582,"rgb(66,146,198)"
2016-01-31,23,303,89,43.4799,-110.7624,jackson hole,2016-01-31,Sunday,January,31,0,0,574,"rgb(66,146,198)"
2016-01-30,43,280,84,43.4799,-110.7624,jackson hole,2016-01-30,Saturday,January,30,0,0,551,"rgb(66,146,198)"
2016-01-29,5,237,71,43.4799,-110.7624,jackson hole,2016-01-29,Friday,January,29,0,0,508,"rgb(66,146,198)"
2016-02-07,8,340,84,43.4799,-110.7624,jackson hole,2016-02-07,Sunday,February,7,0,0,611,"rgb(66,146,198)"
2015-12-23,20,726,48,43.4799,-110.7624,jackson hole,2015-12-23,Wednesday,December,23,0,0,228,"rgb(66,146,198)"
2015-12-22,38,706,61,43.4799,-110.7624,jackson hole,2015-12-22,Tuesday,December,22,0,0,208,"rgb(66,146,198)"
2015-12-21,20,668,43,43.4799,-110.7624,jackson hole,2015-12-21,Monday,December,21,0,0,170,"rgb(66,146,198)"
2013-03-09,3,372,155,43.4799,-110.7624,jackson hole,2013-03-09,Saturday,March,9,0,0,801,"rgb(66,146,198)"
2013-03-11,3,375,157,43.4799,-110.7624,jackson hole,2013-03-11,Monday,March,11,0,0,804,"rgb(66,146,198)"
2013-03-12,10,385,152,43.4799,-110.7624,jackson hole,2013-03-12,Tuesday,March,12,0,0,814,"rgb(66,146,198)"
2013-03-17,13,398,145,43.4799,-110.7624,jackson hole,2013-03-17,Sunday,March,17,0,0,827,"rgb(66,146,198)"
2013-03-18,5,403,152,43.4799,-110.7624,jackson hole,2013-03-18,Monday,March,18,0,0,832,"rgb(66,146,198)"
2013-03-19,10,413,155,43.4799,-110.7624,jackson hole,2013-03-19,Tuesday,March,19,0,0,842,"rgb(66,146,198)"
2013-03-08,3,369,160,43.4799,-110.7624,jackson hole,2013-03-08,Friday,March,8,0,0,798,"rgb(66,146,198)"
2013-03-21,20,433,170,43.4799,-110.7624,jackson hole,2013-03-21,Thursday,March,21,0,0,862,"rgb(66,146,198)"
2013-03-23,8,466,150,43.4799,-110.7624,jackson hole,2013-03-23,Saturday,March,23,0,0,895,"rgb(66,146,198)"
2013-03-27,3,469,168,43.4799,-110.7624,jackson hole,2013-03-27,Wednesday,March,27,0,0,898,"rgb(66,146,198)"
2013-03-30,8,477,173,43.4799,-110.7624,jackson hole,2013-03-30,Saturday,March,30,0,0,906,"rgb(66,146,198)"
2013-04-05,3,480,145,43.4799,-110.7624,jackson hole,2013-04-05,Friday,April,5,0,0,909,"rgb(66,146,198)"
2013-04-06,18,498,155,43.4799,-110.7624,jackson hole,2013-04-06,Saturday,April,6,0,0,927,"rgb(66,146,198)"
2013-04-07,8,506,155,43.4799,-110.7624,jackson hole,2013-04-07,Sunday,April,7,0,0,935,"rgb(66,146,198)"
2013-03-22,25,458,175,43.4799,-110.7624,jackson hole,2013-03-22,Friday,March,22,0,0,887,"rgb(66,146,198)"
2016-02-22,8,420,61,43.4799,-110.7624,jackson hole,2016-02-22,Monday,February,22,0,0,691,"rgb(66,146,198)"
2015-11-11,3,501,0,43.4799,-110.7624,jackson hole,2015-11-11,Wednesday,November,11,0,0,3,"rgb(66,146,198)"
2015-11-19,3,512,0,43.4799,-110.7624,jackson hole,2015-11-19,Thursday,November,19,0,0,14,"rgb(66,146,198)"
2015-12-20,13,648,38,43.4799,-110.7624,jackson hole,2015-12-20,Sunday,December,20,0,0,150,"rgb(66,146,198)"
2015-12-19,8,635,38,43.4799,-110.7624,jackson hole,2015-12-19,Saturday,December,19,0,0,137,"rgb(66,146,198)"
2015-12-18,10,627,33,43.4799,-110.7624,jackson hole,2015-12-18,Friday,December,18,0,0,129,"rgb(66,146,198)"
2015-12-17,15,617,30,43.4799,-110.7624,jackson hole,2015-12-17,Thursday,December,17,0,0,119,"rgb(66,146,198)"
2015-12-15,5,602,0,43.4799,-110.7624,jackson hole,2015-12-15,Tuesday,December,15,0,0,104,"rgb(66,146,198)"
2015-12-14,18,597,0,43.4799,-110.7624,jackson hole,2015-12-14,Monday,December,14,0,0,99,"rgb(66,146,198)"
2015-11-13,8,509,0,43.4799,-110.7624,jackson hole,2015-11-13,Friday,November,13,0,0,11,"rgb(66,146,198)"
2015-12-13,10,579,0,43.4799,-110.7624,jackson hole,2015-12-13,Sunday,December,13,0,0,81,"rgb(66,146,198)"
2015-12-11,15,566,0,43.4799,-110.7624,jackson hole,2015-12-11,Friday,December,11,0,0,68,"rgb(66,146,198)"
2015-12-10,10,551,0,43.4799,-110.7624,jackson hole,2015-12-10,Thursday,December,10,0,0,53,"rgb(66,146,198)"
2015-12-08,18,541,0,43.4799,-110.7624,jackson hole,2015-12-08,Tuesday,December,8,0,0,43,"rgb(66,146,198)"
2015-12-06,3,523,0,43.4799,-110.7624,jackson hole,2015-12-06,Sunday,December,6,0,0,25,"rgb(66,146,198)"
2015-12-05,3,520,0,43.4799,-110.7624,jackson hole,2015-12-05,Saturday,December,5,0,0,22,"rgb(66,146,198)"
2015-11-26,5,517,0,43.4799,-110.7624,jackson hole,2015-11-26,Thursday,November,26,0,0,19,"rgb(66,146,198)"
2015-12-12,3,569,0,43.4799,-110.7624,jackson hole,2015-12-12,Saturday,December,12,0,0,71,"rgb(66,146,198)"
2016-02-23,5,425,58,43.4799,-110.7624,jackson hole,2016-02-23,Tuesday,February,23,0,0,696,"rgb(66,146,198)"
2016-02-16,5,366,76,43.4799,-110.7624,jackson hole,2016-02-16,Tuesday,February,16,0,0,637,"rgb(66,146,198)"
2016-03-16,33,591,58,43.4799,-110.7624,jackson hole,2016-03-16,Wednesday,March,16,0,0,862,"rgb(66,146,198)"
2013-02-26,5,304,157,43.4799,-110.7624,jackson hole,2013-02-26,Tuesday,February,26,0,0,733,"rgb(66,146,198)"
2013-03-01,18,322,155,43.4799,-110.7624,jackson hole,2013-03-01,Friday,March,1,0,0,751,"rgb(66,146,198)"
2013-03-02,3,325,155,43.4799,-110.7624,jackson hole,2013-03-02,Saturday,March,2,0,0,754,"rgb(66,146,198)"
2013-03-03,8,333,155,43.4799,-110.7624,jackson hole,2013-03-03,Sunday,March,3,0,0,762,"rgb(66,146,198)"
2013-03-04,18,351,155,43.4799,-110.7624,jackson hole,2013-03-04,Monday,March,4,0,0,780,"rgb(66,146,198)"
2013-03-07,15,366,163,43.4799,-110.7624,jackson hole,2013-03-07,Thursday,March,7,0,0,795,"rgb(66,146,198)"
2016-04-01,13,702,53,43.4799,-110.7624,jackson hole,2016-04-01,Friday,April,1,0,0,973,"rgb(66,146,198)"
2016-03-31,3,689,53,43.4799,-110.7624,jackson hole,2016-03-31,Thursday,March,31,0,0,960,"rgb(66,146,198)"
2016-03-29,18,686,56,43.4799,-110.7624,jackson hole,2016-03-29,Tuesday,March,29,0,0,957,"rgb(66,146,198)"
2016-03-28,8,668,56,43.4799,-110.7624,jackson hole,2016-03-28,Monday,March,28,0,0,939,"rgb(66,146,198)"
2016-03-25,20,660,56,43.4799,-110.7624,jackson hole,2016-03-25,Friday,March,25,0,0,931,"rgb(66,146,198)"
2016-03-24,3,640,56,43.4799,-110.7624,jackson hole,2016-03-24,Thursday,March,24,0,0,911,"rgb(66,146,198)"
2016-03-23,10,637,58,43.4799,-110.7624,jackson hole,2016-03-23,Wednesday,March,23,0,0,908,"rgb(66,146,198)"
2016-03-22,18,627,61,43.4799,-110.7624,jackson hole,2016-03-22,Tuesday,March,22,0,0,898,"rgb(66,146,198)"
2016-03-18,5,609,61,43.4799,-110.7624,jackson hole,2016-03-18,Friday,March,18,0,0,880,"rgb(66,146,198)"
2013-01-15,3,55,122,43.4799,-110.7624,jackson hole,2013-01-15,Tuesday,January,15,0,0,484,"rgb(66,146,198)"
2013-01-16,8,63,127,43.4799,-110.7624,jackson hole,2013-01-16,Wednesday,January,16,0,0,492,"rgb(66,146,198)"
2013-01-25,5,68,114,43.4799,-110.7624,jackson hole,2013-01-25,Friday,January,25,0,0,497,"rgb(66,146,198)"
2013-01-27,10,78,117,43.4799,-110.7624,jackson hole,2013-01-27,Sunday,January,27,0,0,507,"rgb(66,146,198)"
2013-02-07,3,179,137,43.4799,-110.7624,jackson hole,2013-02-07,Thursday,February,7,0,0,608,"rgb(66,146,198)"
2013-02-09,5,184,140,43.4799,-110.7624,jackson hole,2013-02-09,Saturday,February,9,0,0,613,"rgb(66,146,198)"
2013-02-10,5,189,140,43.4799,-110.7624,jackson hole,2013-02-10,Sunday,February,10,0,0,618,"rgb(66,146,198)"
2013-02-13,20,209,132,43.4799,-110.7624,jackson hole,2013-02-13,Wednesday,February,13,0,0,638,"rgb(66,146,198)"
2013-02-14,23,232,147,43.4799,-110.7624,jackson hole,2013-02-14,Thursday,February,14,0,0,661,"rgb(66,146,198)"
2013-02-15,5,237,152,43.4799,-110.7624,jackson hole,2013-02-15,Friday,February,15,0,0,666,"rgb(66,146,198)"
2013-02-18,15,252,137,43.4799,-110.7624,jackson hole,2013-02-18,Monday,February,18,0,0,681,"rgb(66,146,198)"
2016-03-17,13,604,58,43.4799,-110.7624,jackson hole,2016-03-17,Thursday,March,17,0,0,875,"rgb(66,146,198)"
2013-02-21,3,255,137,43.4799,-110.7624,jackson hole,2013-02-21,Thursday,February,21,0,0,684,"rgb(66,146,198)"
2013-02-23,23,281,142,43.4799,-110.7624,jackson hole,2013-02-23,Saturday,February,23,0,0,710,"rgb(66,146,198)"
2013-02-24,18,299,152,43.4799,-110.7624,jackson hole,2013-02-24,Sunday,February,24,0,0,728,"rgb(66,146,198)"
2013-02-01,18,165,157,43.4799,-110.7624,jackson hole,2013-02-01,Friday,February,1,0,0,594,"rgb(66,146,198)"
2013-01-31,36,147,150,43.4799,-110.7624,jackson hole,2013-01-31,Thursday,January,31,0,0,576,"rgb(66,146,198)"
2013-01-30,10,111,137,43.4799,-110.7624,jackson hole,2013-01-30,Wednesday,January,30,0,0,540,"rgb(66,146,198)"
2013-01-29,8,101,135,43.4799,-110.7624,jackson hole,2013-01-29,Tuesday,January,29,0,0,530,"rgb(66,146,198)"
2013-01-28,15,93,122,43.4799,-110.7624,jackson hole,2013-01-28,Monday,January,28,0,0,522,"rgb(66,146,198)"
2013-02-22,3,258,137,43.4799,-110.7624,jackson hole,2013-02-22,Friday,February,22,0,0,687,"rgb(66,146,198)"
2013-02-05,3,176,145,43.4799,-110.7624,jackson hole,2013-02-05,Tuesday,February,5,0,0,605,"rgb(66,146,198)"
2013-02-02,8,173,157,43.4799,-110.7624,jackson hole,2013-02-02,Saturday,February,2,0,0,602,"rgb(66,146,198)"
2016-03-14,30,517,46,43.4799,-110.7624,jackson hole,2016-03-14,Monday,March,14,0,0,788,"rgb(66,146,198)"
2016-03-10,10,487,53,43.4799,-110.7624,jackson hole,2016-03-10,Thursday,March,10,0,0,758,"rgb(66,146,198)"
2016-03-09,5,477,53,43.4799,-110.7624,jackson hole,2016-03-09,Wednesday,March,9,0,0,748,"rgb(66,146,198)"
2016-03-07,13,472,53,43.4799,-110.7624,jackson hole,2016-03-07,Monday,March,7,0,0,743,"rgb(66,146,198)"
2016-03-03,3,459,56,43.4799,-110.7624,jackson hole,2016-03-03,Thursday,March,3,0,0,730,"rgb(66,146,198)"
2016-03-02,10,456,58,43.4799,-110.7624,jackson hole,2016-03-02,Wednesday,March,2,0,0,727,"rgb(66,146,198)"
2016-03-01,3,446,58,43.4799,-110.7624,jackson hole,2016-03-01,Tuesday,March,1,0,0,717,"rgb(66,146,198)"
2016-03-15,41,558,56,43.4799,-110.7624,jackson hole,2016-03-15,Tuesday,March,15,0,0,829,"rgb(66,146,198)"
2016-02-28,18,443,56,43.4799,-110.7624,jackson hole,2016-02-28,Sunday,February,28,0,0,714,"rgb(66,146,198)"
2014-01-09,41,77,142,40.5829,-111.6556,snowbird,2014-01-09,Thursday,January,9,0,0,252,"rgb(107,174,214)"
2014-01-10,8,85,165,40.5829,-111.6556,snowbird,2014-01-10,Friday,January,10,0,0,260,"rgb(107,174,214)"
2014-01-12,36,121,165,40.5829,-111.6556,snowbird,2014-01-12,Sunday,January,12,0,0,296,"rgb(107,174,214)"
2014-01-13,8,129,183,40.5829,-111.6556,snowbird,2014-01-13,Monday,January,13,0,0,304,"rgb(107,174,214)"
2014-01-30,33,162,168,40.5829,-111.6556,snowbird,2014-01-30,Thursday,January,30,0,0,337,"rgb(107,174,214)"
2014-02-04,13,196,185,40.5829,-111.6556,snowbird,2014-02-04,Tuesday,February,4,0,0,371,"rgb(107,174,214)"
2014-02-02,3,183,173,40.5829,-111.6556,snowbird,2014-02-02,Sunday,February,2,0,0,358,"rgb(107,174,214)"
2014-01-07,3,13,119,40.5829,-111.6556,snowbird,2014-01-07,Tuesday,January,7,0,0,188,"rgb(107,174,214)"
2014-02-05,5,201,185,40.5829,-111.6556,snowbird,2014-02-05,Wednesday,February,5,0,0,376,"rgb(107,174,214)"
2014-02-07,25,226,185,40.5829,-111.6556,snowbird,2014-02-07,Friday,February,7,0,0,401,"rgb(107,174,214)"
2014-02-09,10,236,213,40.5829,-111.6556,snowbird,2014-02-09,Sunday,February,9,0,0,411,"rgb(107,174,214)"
2014-02-10,20,256,216,40.5829,-111.6556,snowbird,2014-02-10,Monday,February,10,0,0,431,"rgb(107,174,214)"
2014-02-01,18,180,173,40.5829,-111.6556,snowbird,2014-02-01,Saturday,February,1,0,0,355,"rgb(107,174,214)"
2014-01-04,10,10,109,40.5829,-111.6556,snowbird,2014-01-04,Saturday,January,4,0,0,185,"rgb(107,174,214)"
2013-12-19,25,849,86,40.5829,-111.6556,snowbird,2013-12-19,Thursday,December,19,0,0,134,"rgb(107,174,214)"
2013-12-22,20,885,109,40.5829,-111.6556,snowbird,2013-12-22,Sunday,December,22,0,0,170,"rgb(107,174,214)"
2013-12-21,13,865,109,40.5829,-111.6556,snowbird,2013-12-21,Saturday,December,21,0,0,150,"rgb(107,174,214)"
2013-12-20,3,852,104,40.5829,-111.6556,snowbird,2013-12-20,Friday,December,20,0,0,137,"rgb(107,174,214)"
2013-10-04,10,725,0,40.5829,-111.6556,snowbird,2013-10-04,Friday,October,4,0,0,10,"rgb(107,174,214)"
2013-12-09,5,824,99,40.5829,-111.6556,snowbird,2013-12-09,Monday,December,9,0,0,109,"rgb(107,174,214)"
2013-12-08,3,819,99,40.5829,-111.6556,snowbird,2013-12-08,Sunday,December,8,0,0,104,"rgb(107,174,214)"
2013-12-07,20,816,99,40.5829,-111.6556,snowbird,2013-12-07,Saturday,December,7,0,0,101,"rgb(107,174,214)"
2013-12-04,10,796,97,40.5829,-111.6556,snowbird,2013-12-04,Wednesday,December,4,0,0,81,"rgb(107,174,214)"
2013-12-03,33,786,76,40.5829,-111.6556,snowbird,2013-12-03,Tuesday,December,3,0,0,71,"rgb(107,174,214)"
2013-12-02,5,753,66,40.5829,-111.6556,snowbird,2013-12-02,Monday,December,2,0,0,38,"rgb(107,174,214)"
2013-11-20,10,748,0,40.5829,-111.6556,snowbird,2013-11-20,Wednesday,November,20,0,0,33,"rgb(107,174,214)"
2013-11-19,5,738,0,40.5829,-111.6556,snowbird,2013-11-19,Tuesday,November,19,0,0,23,"rgb(107,174,214)"
2013-10-14,5,733,0,40.5829,-111.6556,snowbird,2013-10-14,Monday,October,14,0,0,18,"rgb(107,174,214)"
2013-10-11,3,728,0,40.5829,-111.6556,snowbird,2013-10-11,Friday,October,11,0,0,13,"rgb(107,174,214)"
2013-12-23,5,890,127,40.5829,-111.6556,snowbird,2013-12-23,Monday,December,23,0,0,175,"rgb(107,174,214)"
2014-03-18,28,491,295,40.5829,-111.6556,snowbird,2014-03-18,Tuesday,March,18,0,0,666,"rgb(107,174,214)"
2014-05-08,25,797,274,40.5829,-111.6556,snowbird,2014-05-08,Thursday,May,8,0,0,972,"rgb(107,174,214)"
2014-04-23,10,701,257,40.5829,-111.6556,snowbird,2014-04-23,Wednesday,April,23,0,0,876,"rgb(107,174,214)"
2014-02-14,10,291,236,40.5829,-111.6556,snowbird,2014-02-14,Friday,February,14,0,0,466,"rgb(107,174,214)"
2014-02-17,8,299,244,40.5829,-111.6556,snowbird,2014-02-17,Monday,February,17,0,0,474,"rgb(107,174,214)"
2014-02-19,8,307,229,40.5829,-111.6556,snowbird,2014-02-19,Wednesday,February,19,0,0,482,"rgb(107,174,214)"
2014-02-20,13,320,241,40.5829,-111.6556,snowbird,2014-02-20,Thursday,February,20,0,0,495,"rgb(107,174,214)"
2014-02-21,8,328,241,40.5829,-111.6556,snowbird,2014-02-21,Friday,February,21,0,0,503,"rgb(107,174,214)"
2014-02-22,3,331,241,40.5829,-111.6556,snowbird,2014-02-22,Saturday,February,22,0,0,506,"rgb(107,174,214)"
2014-02-23,3,334,241,40.5829,-111.6556,snowbird,2014-02-23,Sunday,February,23,0,0,509,"rgb(107,174,214)"
